cost,charging_points,pay_at_location,is_operational,latitude,longitude,operator,connection_type,Address
Unknown,1,Unknown,Unknown,-37.4232451,144.5624714,Evie Networks,CHAdeMO,"Smith Street, Macedon, Shire of Macedon Ranges, Victoria, 3440, Australia"
Unknown,2,Unknown,Unknown,-38.1862324,144.4645623,Chargefox,Unknown,"Leopold Library ChargeFox, Kensington Road, Leopold, City of Greater Geelong, Victoria, 3224, Australia"
Unknown,1,Unknown,Unknown,-37.9858932,145.218728,Tesla Supercharger,Unknown,"Tesla Supercharger, Walker Street, Dandenong, Melbourne, City of Greater Dandenong, Victoria, 3175, Australia"
Unknown,4,Unknown,Unknown,-37.9071507,145.0111517,Tesla Supercharger,Unknown,"Tesla Supercharger, Hope Street, Brighton East, Melbourne, City of Bayside, Victoria, 3187, Australia"
Unknown,1,Unknown,Unknown,-37.2775677,144.7350086,Evie Networks,CHAdeMO,"The Crescent, Lancefield, Shire of Macedon Ranges, Victoria, 3435, Australia"
Unknown,1,Unknown,Unknown,-38.2730919,145.0409495,Unknown,Unknown,"Historic Homestead Walk, Mount Martha, Melbourne, Shire of Mornington Peninsula, Victoria, 3934, Australia"
Unknown,2,Unknown,Unknown,-37.6538335,145.5140998,Evie Networks,CHAdeMO,"Church Street, Healesville, Melbourne, Shire of Yarra Ranges, Victoria, 3777, Australia"
Unknown,1,Unknown,Unknown,-37.9082794,145.3534525,Evie Networks,CHAdeMO,"Reynolds Lane, Belgrave, Melbourne, Shire of Yarra Ranges, Victoria, 3160, Australia"
Unknown,2,Unknown,Unknown,-33.9047467,151.0646034,AmpCharge,Unknown,"Roberts Road, Greenacre, Sydney, Strathfield Municipal Council, New South Wales, 2190, Australia"
Unknown,1,Unknown,Unknown,-37.5429448,143.784678,Tesla Supercharger,Unknown,"Tesla Supercharger, Lilburne Street, Lucas, Ballarat, City of Ballarat, Victoria, 3350, Australia"
Unknown,1,Unknown,Unknown,-28.4137758,151.0840316,Ezy Charger,Unknown,"Ezy Charger, Brook Street, Inglewood, Goondiwindi Regional, Queensland, 4387, Australia"
Unknown,1,Unknown,Unknown,-37.9103331,145.0860961,Evie Networks,CHAdeMO,"Reid Street, Oakleigh South, Melbourne, City of Monash, Victoria, 3167, Australia"
Unknown,1,Unknown,Unknown,-12.5064456,131.0084993,Evie Networks,CHAdeMO,"Zuccoli Parade, Zuccoli, Palmerston, City of Palmerston, Northern Territory, 0832, Australia"
Unknown,1,Unknown,Unknown,-33.4275068,151.3214629,AmpCharge,Unknown,"Manns Road, West Gosford, Gosford, Central Coast Council, New South Wales, 2250, Australia"
Unknown,1,Unknown,Unknown,-33.6777006,151.2933539,Pittwater RSL,Unknown,"80-82, Mona Vale Road, Northern Beaches, Sydney, Northern Beaches Council, New South Wales, 2103, Australia"
Unknown,1,Unknown,Unknown,-37.7794587,145.032662,Evie Networks,CHAdeMO,"Arbor Street, Alphington, Melbourne, City of Darebin, Victoria, 3078, Australia"
Unknown,1,Unknown,Unknown,-34.2817965,150.6399463,AmpCharge,Unknown,"Hume Motorway, Wollondilly Shire Council, New South Wales, 2574, Australia"
Unknown,1,Unknown,Unknown,-34.2821859,150.6364305,AmpCharge,Unknown,"Hume Motorway, Wollondilly Shire Council, New South Wales, 2574, Australia"
Unknown,6,Unknown,Unknown,-34.4880018,150.4138196,"Tesla, Inc.",Unknown,"Tesla Destination Charger, Beavan Place, Bowral, Wingecarribee Shire Council, New South Wales, 2576, Australia"
Unknown,1,Unknown,Unknown,-37.7985627,145.2541767,BP Pulse,Unknown,"BP Pulse, Old Lilydale Road, Ringwood, Melbourne, City of Maroondah, Victoria, 3134, Australia"
Unknown,1,Unknown,Unknown,-37.8232059,145.2963129,AmpCharge,Unknown,"Gatwick Road, Kenworth, Bayswater North, Melbourne, City of Maroondah, Victoria, 3153, Australia"
Unknown,1,Unknown,Unknown,-37.6940479,144.7554035,AmpCharge,Unknown,"Melton Highway Service Road, Hillside, Melbourne, City of Brimbank, Victoria, 3037, Australia"
Unknown,1,Unknown,Unknown,-33.6832925,150.9165225,Jolt,Unknown,"Windsor Road, Rouse Hill, Sydney, The Hills Shire Council, New South Wales, 2155, Australia"
Unknown,1,Unknown,Unknown,-37.3090229,144.1403106,Chargefox,CHAdeMO,"Mineral Springs Reserve Road, Hepburn Springs, Shire of Hepburn, Victoria, 3461, Australia"
Unknown,1,Unknown,Unknown,-37.4224534,143.8945183,Chargefox,CHAdeMO,"Victoria Street, Creswick, Shire of Hepburn, Victoria, 3363, Australia"
Unknown,1,Unknown,Unknown,-37.6770375,144.9222367,Evie Networks,CHAdeMO,"Pascoe Vale Road, Broadmeadows, Melbourne, City of Hume, Victoria, 3047, Australia"
Unknown,1,Unknown,Unknown,-31.2553855,136.8033794,Chargefox,Unknown,"Olympic Dam Highway, Arcoona, Pimba, Pastoral Unincorporated Area, South Australia, 5720, Australia"
Unknown,1,Unknown,Unknown,-30.9677042,135.7496446,Unknown,Unknown,"Glendambo Roadhouse, Glendambo, Pastoral Unincorporated Area, South Australia, 5719, Australia"
Unknown,1,Unknown,Unknown,-38.5773347,146.0128144,Charging the Regions,CHAdeMO,"Charging the Regions, Tompkins Road, Meeniyan, Shire of South Gippsland, Victoria, 3956, Australia"
Unknown,1,Unknown,Unknown,-37.8683054,144.9807906,Tesla Supercharger,Unknown,"Tesla Supercharger, Barkly Street, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia"
Unknown,1,Unknown,Unknown,-37.7869143,145.1281439,Bunnings,Type 2 (Socket Only),"Doncaster Road, Doncaster, Melbourne, City of Manningham, Victoria, 3108, Australia"
Unknown,1,Unknown,Unknown,-34.4857516,150.8064303,AmpCharge,Unknown,"Brownsville Avenue, Brownsville, Wollongong City Council, New South Wales, 2530, Australia"
Unknown,1,Unknown,Unknown,-37.2490363,144.4522173,Evie Networks,CHAdeMO,"Baynton Street, Kyneton, Shire of Macedon Ranges, Victoria, 3444, Australia"
Unknown,2,Unknown,Unknown,-36.3580999,146.6870107,Evie Networks,CHAdeMO,"Loch Street, Beechworth, Shire of Indigo, Victoria, 3747, Australia"
Unknown,1,Unknown,Unknown,-37.0899146,143.4745278,Evie Networks,Unknown,"High Street, Avoca, Shire of Pyrenees, Victoria, 3467, Australia"
Unknown,1,Unknown,Unknown,-38.1674817,145.953366,Evie Networks,CHAdeMO,"Queen Street, Warragul, Shire of Baw Baw, Victoria, 3820, Australia"
Unknown,6,Unknown,Unknown,-37.9369598,145.0502541,EVlink,Unknown,"Holmesglen TAFE Moorabbin Campus, South Lane, Moorabbin, Melbourne, City of Kingston, Victoria, 3189, Australia"
Unknown,2,Unknown,Unknown,-33.7355105,150.8513323,Jolt,Unknown,"Richmond Road, Glendenning, Sydney, Blacktown City Council, New South Wales, 2761, Australia"
Unknown,1,Unknown,Unknown,-34.8063865,145.8804055,Unknown,Unknown,"Brolga Place, Coleambally, Murrumbidgee Council, New South Wales, 2707, Australia"
Unknown,1,Unknown,Unknown,-36.7569325,144.2766532,Evie Networks,Unknown,"Gaol Road, Bendigo, City of Greater Bendigo, Victoria, 3550, Australia"
Unknown,1,Unknown,Unknown,-36.3530438,146.3265843,Tesla Supercharger,Unknown,"Tesla Supercharger, Ovens Street, Wangaratta, Rural City of Wangaratta, Victoria, 3677, Australia"
Unknown,9,Unknown,Unknown,-35.7226725,147.317546,Tesla Supercharger,Unknown,"Tesla Supercharger, Bowler Street, Holbrook, Greater Hume Shire Council, New South Wales, 2644, Australia"
Unknown,1,Unknown,Unknown,-33.8355095,138.614269,RAA,Unknown,"Old North Road, Clare, Clare and Gilbert Valleys Council, South Australia, 5453, Australia"
Unknown,1,Unknown,Unknown,-37.900927,145.1436383,AmpCharge,Unknown,"Hampshire Road, Glen Waverley, Melbourne, City of Monash, Victoria, 3150, Australia"
Unknown,1,Unknown,Unknown,-33.7655858,150.6218055,AmpCharge,Unknown,"Ross Street, Glenbrook, Sydney, Blue Mountains City Council, New South Wales, 2773, Australia"
Unknown,1,Unknown,Unknown,-33.7209721,150.4520408,AmpCharge,Unknown,"Cambell Avenue, Hazelbrook, Sydney, Blue Mountains City Council, New South Wales, 2779, Australia"
Unknown,2,Unknown,Unknown,-34.597429,138.7502878,Chargefox,Unknown,"1663, High Street, Gawler, Adelaide, Town of Gawler, South Australia, 5118, Australia"
Unknown,4,Unknown,Unknown,-34.029301,151.1220937,Evie Networks,Unknown,"Willarong Road, Caringbah, Sydney, Sutherland Shire Council, New South Wales, 2229, Australia"
Unknown,1,Unknown,Unknown,-38.3312269,144.3249846,Evie Networks,CHAdeMO,"Cliff Street, Torquay, Surf Coast Shire, Victoria, 3228, Australia"
Unknown,1,Unknown,Unknown,-36.923434,144.7099486,Evie Networks,Unknown,"High Street, Heathcote, City of Greater Bendigo, Victoria, 3523, Australia"
Unknown,2,Unknown,Unknown,-38.3837032,142.2386167,Evie Networks,Unknown,"Bank Street, Port Fairy, Shire of Moyne, Victoria, 3284, Australia"
Unknown,1,Unknown,Unknown,-34.4467455,150.43701,Evie Networks,CHAdeMO,"Roscoe Street, Mittagong, Wingecarribee Shire Council, New South Wales, 2575, Australia"
Unknown,1,Unknown,Unknown,-33.775792,150.9330041,Evie Networks,Unknown,"Federal Road, Seven Hills, Sydney, Blacktown City Council, New South Wales, 2147, Australia"
Unknown,1,Unknown,Unknown,-33.7127533,150.9591384,BP Pulse,Unknown,"BP Pulse, Windsor Road, Kellyville, Sydney, The Hills Shire Council, New South Wales, 2155, Australia"
Unknown,1,Unknown,Unknown,-36.1216586,146.8865974,Evie Networks,CHAdeMO,"Hume Street, Wodonga, City of Wodonga, Victoria, 3690, Australia"
Unknown,1,Unknown,Unknown,-33.0265422,137.5314002,Chargefox,Unknown,"McDouall Stuart Avenue, Whyalla Stuart, The Corporation of the City of Whyalla, South Australia, 5608, Australia"
Unknown,1,Unknown,Unknown,-34.1860685,138.1462203,Chargefox,Unknown,"Burra Street, Port Wakefield, Wakefield Regional Council, South Australia, 5550, Australia"
Unknown,1,Unknown,Unknown,-35.0195836,138.6146999,Chargefox,Unknown,"Waite Street, Blackwood, Adelaide, City of Mitcham, South Australia, 5051, Australia"
Unknown,1,Unknown,Unknown,-34.4747077,138.9943901,Chargefox,Unknown,"Murray Street, Nuriootpa, The Barossa Council, South Australia, 5355, Australia"
Unknown,1,Unknown,Unknown,-32.490268,137.7599939,Chargefox,Unknown,"Wharflands Esplanade, Port Augusta, Port Augusta City Council, South Australia, 5700, Australia"
0.68 AUD/kWh,2,Unknown,Unknown,-32.7975963,134.1989642,Chargefox,Unknown,"Wells Street, Streaky Bay, The District Council of Streaky Bay, South Australia, 5680, Australia"
Unknown,1,Unknown,Unknown,-36.8391079,139.8438335,Chargefox,Unknown,"Marine Parade, Pinks Beach, Kingston SE, Kingston District Council, South Australia, 5275, Australia"
Unknown,1,Unknown,Unknown,-35.2610559,140.9087627,Chargefox,Unknown,"Day Street, Pinnaroo, Southern Mallee District Council, South Australia, 5304, Australia"
Unknown,1,Unknown,Unknown,-34.1817125,139.9870005,Chargefox,Unknown,"Civic Avenue, Waikerie, The District Council of Loxton Waikerie, South Australia, 5330, Australia"
Unknown,1,Unknown,Unknown,-34.0366131,139.6709899,Chargefox,Unknown,"Railway Terrace, Morgan, Mid Murray Council, South Australia, 5320, Australia"
Unknown,1,Unknown,Unknown,-34.7187434,138.6668488,Chargefox,Unknown,"Elizabeth Way, Elizabeth, Adelaide, City of Playford, South Australia, 5112, Australia"
Unknown,1,Unknown,Unknown,-36.1956744,147.9063048,Tritium,CHAdeMO,"Corryong Fast Charger, Hanson Street, Corryong, Shire of Towong, Victoria, 3707, Australia"
Unknown,2,Unknown,Unknown,-33.7004394,150.9281721,Jolt,Unknown,"Merriville Road, Kellyville Ridge, Sydney, Blacktown City Council, New South Wales, 2155, Australia"
Unknown,1,Unknown,Unknown,-38.6942826,146.082548,Charging the Regions,CHAdeMO,"Charging the Regions, Foster Road, Fish Creek, Shire of South Gippsland, Victoria, 3959, Australia"
Unknown,1,Unknown,Unknown,-38.6532191,146.2008759,Charging the Regions,CHAdeMO,"Charging the Regions, Station Road, Foster, Shire of South Gippsland, Victoria, 3960, Australia"
Unknown,1,Unknown,Unknown,-37.8244565,147.632675,Tesla Supercharger,Unknown,"Tesla Supercharger, Nicholson Street, Central Business District, Bairnsdale, Shire of East Gippsland, Victoria, 3875, Australia"
Unknown,1,Unknown,Unknown,-37.7366668,144.8928132,Evie Networks,CHAdeMO,"Treadwell Road, Essendon North, Melbourne, City of Moonee Valley, Victoria, 3041, Australia"
Unknown,1,Unknown,Unknown,-32.973401,138.8335411,Chargefox,Unknown,"Chinner Street, Peterborough, The District Council of Peterborough, South Australia, 5422, Australia"
Unknown,1,Unknown,Unknown,-36.9570803,140.7429382,Chargefox,Unknown,"Robertson Street, Naracoorte, Naracoorte Lucindale Council, South Australia, 5271, Australia"
Unknown,1,Unknown,Unknown,-38.0473092,144.170628,Evie Networks,CHAdeMO,"High Street, Bannockburn, Golden Plains Shire, Victoria, 3331, Australia"
Unknown,1,Unknown,Unknown,-37.7907099,145.2622369,Evie Networks,CHAdeMO,"Hannora Crescent, Croydon, Melbourne, City of Maroondah, Victoria, 3136, Australia"
Unknown,1,Unknown,Unknown,-37.7808512,145.6132606,Evie Networks,CHAdeMO,"Park Road, Yarra Junction, Melbourne, Shire of Yarra Ranges, Victoria, 3797, Australia"
Unknown,6,Unknown,Unknown,-37.9101188,145.3542395,Chargefox,Type 2 (Socket Only),"Blacksmiths Way, Belgrave, Melbourne, Shire of Yarra Ranges, Victoria, 3160, Australia"
Unknown,1,Unknown,Unknown,-35.2632634,141.1829709,Evie Networks,CHAdeMO,"Reed Street, Murrayville, Rural City of Mildura, Victoria, 3512, Australia"
Unknown,1,Unknown,Unknown,-34.0720222,150.8051711,Evie Networks,CHAdeMO,"Narellan Road, Campbelltown, Sydney, Campbelltown City Council, New South Wales, 2560, Australia"
Unknown,1,Unknown,Unknown,-33.9555586,150.8651092,AmpCharge,Unknown,"Camden Valley Way, Edmondson Park, Sydney, Liverpool City Council, New South Wales, 2174, Australia"
Unknown,1,Unknown,Unknown,-33.792786,150.9995054,Chargefox,Type 2 (Socket Only),"Woolworths Charging, Windsor Road, North Rocks, Sydney, City of Parramatta Council, New South Wales, 2151, Australia"
Unknown,1,Unknown,Unknown,-28.1737957,153.5443699,Tesla Supercharger,Unknown,"Tesla Supercharger, Frances Street, Tweed Heads, Tweed Shire Council, New South Wales, 2485, Australia"
Unknown,1,Unknown,Unknown,-33.745528,150.7408388,AmpCharge,CHAdeMO,"Dunheved Road, Werrington County, Sydney, Penrith City Council, New South Wales, 2747, Australia"
Unknown,1,Unknown,Unknown,-33.7435121,150.6922171,BP Pulse,Unknown,"BP Pulse, Coreen Avenue, Thornton, Penrith, Sydney, Penrith City Council, New South Wales, 2750, Australia"
Unknown,6,Unknown,Unknown,-31.4573909,152.8271948,Tesla Supercharger,Unknown,"Tesla Supercharger, Chancellors Drive, Thrumster, Port Macquarie-Hastings Council, New South Wales, 2444, Australia"
Unknown,12,Unknown,Unknown,-37.8452917,145.0419354,Tesla Supercharger,Unknown,"Tesla Supercharger, 740-742, Toorak Road, Hawthorn East, Melbourne, City of Boroondara, Victoria, 3123, Australia"
Unknown,1,Unknown,Unknown,-37.8391816,144.99606,Tesla Supercharger,Unknown,"Tesla Supercharger, 299, Toorak Road, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia"
Unknown,1,Unknown,Unknown,-37.686614,144.8665448,Unknown,CHAdeMO,"Melrose Drive, Melbourne Airport, Melbourne, City of Hume, Victoria, 3045, Australia"
Unknown,2,Unknown,Unknown,-37.7554782,144.7411195,Evie Networks,CHAdeMO,"BP Pulse, Windsor Gardens, Caroline Springs, Melbourne, City of Melton, Victoria, 3023, Australia"
Unknown,6,Unknown,Unknown,-37.2863602,144.9474012,Tesla Supercharger,Unknown,"Tesla Supercharger, Clarke Street, Kilmore, Shire of Mitchell, Victoria, 3764, Australia"
Unknown,1,Unknown,Unknown,-33.7161538,150.8447937,AmpCharge,CHAdeMO,"KFC Drive Thru, Marsden Park, Sydney, Blacktown City Council, New South Wales, 2765, Australia"
Unknown,1,Unknown,Unknown,-34.9603265,117.3567421,Unknown,Unknown,"Hollings Road, Denmark, Shire Of Denmark, Western Australia, 6333, Australia"
Unknown,1,Unknown,Unknown,-33.814086,151.1724187,Unknown,Unknown,"EVlink, Phoenix Street, Lane Cove, Lower North Shore, Sydney, Lane Cove Municipal Council, New South Wales, 2066, Australia"
Unknown,4,Unknown,Unknown,-37.8193923,145.120603,Engie,Unknown,"Box Hill Central South, Main Street, Box Hill, Melbourne, City of Whitehorse, Victoria, 3128, Australia"
Unknown,4,Unknown,Unknown,-32.9635572,151.6616905,Evie Networks,Unknown,"Hillsborough Road, Warners Bay, Newcastle-Maitland, City of Lake Macquarie, New South Wales, 2282, Australia"
Unknown,1,Unknown,Unknown,-38.7582509,143.6692158,Evie Networks,CHAdeMO,"Pascoe Street, Apollo Bay, Shire of Colac Otway, Victoria, 3233, Australia"
Unknown,1,Unknown,Unknown,-32.8119859,151.6394417,Unknown,Unknown,"BP Pulse, Kinta Drive, Beresfield, Newcastle-Maitland, City of Newcastle, New South Wales, 2322, Australia"
Unknown,1,Unknown,Unknown,-30.6267085,152.9724342,Unknown,Unknown,"Nambucca Heads Service Centre, 15, Valla, Nambucca Valley Council, New South Wales, 2448, Australia"
Unknown,1,Unknown,Unknown,-38.8112214,146.2049592,Charging the Regions,CHAdeMO,"Charging the Regions, Meeniyan - Promontory Road, Yanakie, Shire of South Gippsland, Victoria, 3960, Australia"
Unknown,1,Unknown,Unknown,-38.4004937,146.1548714,Charging the Regions,CHAdeMO,"Charging the Regions, Ridgway, Mirboo North, Shire of South Gippsland, Victoria, 3871, Australia"
Unknown,22,Unknown,Unknown,-36.8616367,147.2771317,Chargefox,Type 2 (Socket Only),"Bogong High Plains Road, Falls Creek, Falls Creek Alpine Resort, Victoria, 3699, Australia"
Unknown,1,Unknown,Unknown,-37.9563505,145.0415494,Jolt,CHAdeMO,"Chandos Street, Cheltenham, Melbourne, City of Bayside, Victoria, 3190, Australia"
Unknown,1,Unknown,Unknown,-38.1496782,145.290863,Chargefox,Type 2 (Socket Only),"Hummingbird Drive, Acacia Botanic Ridge, Botanic Ridge, Melbourne, City of Casey, Victoria, 3977, Australia"
Unknown,1,Unknown,Unknown,-37.902775,145.1633681,Unknown,Unknown,"Ferntree Gully Road, Glen Waverley, Melbourne, City of Monash, Victoria, 3150, Australia"
Unknown,1,Unknown,Unknown,-38.1892051,144.5546647,Chargefox,CHAdeMO,"Bus Only, Drysdale, City of Greater Geelong, Victoria, 3222, Australia"
Unknown,6,Unknown,Unknown,-36.3550727,146.6859357,Unknown,Unknown,"Williams Street, Beechworth, Shire of Indigo, Victoria, 3747, Australia"
Unknown,1,Unknown,Unknown,-38.3466301,141.6027913,Evie Networks,CHAdeMO,"Henty Street, Portland, Shire of Glenelg, Victoria, 3305, Australia"
Unknown,1,Unknown,Unknown,-35.2635176,141.1831081,Evie Networks,CHAdeMO,"Gray Street, Murrayville, Rural City of Mildura, Victoria, 3512, Australia"
Unknown,1,Unknown,Unknown,-37.8751244,145.1648273,Jetcharge,Type 2 (Socket Only),"Jetcharge, 235, Springvale Road, Glen Waverley, Melbourne, City of Monash, Victoria, 3150, Australia"
Unknown,1,Unknown,Unknown,-37.8561038,145.3153884,Evie Networks,CHAdeMO,"Forest Road, The Basin, Melbourne, City of Knox, Victoria, 3154, Australia"
Unknown,1,Unknown,Unknown,-38.3407944,143.5853794,Evie Networks,CHAdeMO,"Bromfield Street, Colac, Shire of Colac Otway, Victoria, 3250, Australia"
Unknown,1,Unknown,Unknown,-37.8023621,144.8943248,Evie Networks,Unknown,"Raleigh Street, Footscray, Melbourne, City of Maribyrnong, Victoria, 3011, Australia"
Unknown,1,Unknown,Unknown,-33.9579982,150.8865473,Jolt,CHAdeMO,"Camden Valley Way, Casula, Sydney, Liverpool City Council, New South Wales, 2170, Australia"
Unknown,1,Unknown,Unknown,-34.0418122,150.7354796,Evie Networks,CHAdeMO,"Narellan Town Centre, 326, Camden Valley Way, Narellan, Sydney, Camden Council, New South Wales, 2567, Australia"
Unknown,1,Unknown,Unknown,-33.8850206,151.2533392,Chargefox,Unknown,"Cooper Park Road, Bellevue Hill, Eastern Suburbs, Sydney, Woollahra Municipal Council, New South Wales, 2023, Australia"
Unknown,4,Unknown,Unknown,-34.2098649,142.1405924,Tesla Supercharger,Unknown,"Tesla Supercharger, 831, Fifteenth Street, Mildura, Rural City of Mildura, Victoria, 3500, Australia"
Unknown,1,Unknown,Unknown,-33.283593,149.0954226,Tesla Supercharger,Unknown,"Tesla Supercharger, Summer Street, Calare, Orange, Orange City Council, New South Wales, 2800, Australia"
Unknown,1,Unknown,Unknown,-20.0012612,148.2390905,Tesla Supercharger,Unknown,"Soldiers Road, Bowen, Whitsunday Regional, Queensland, Australia"
Unknown,2,Unknown,Unknown,-32.0077385,115.8931772,Tritium,Unknown,"Tritium, Kent Street, Bentley, Town of Victoria Park, Western Australia, 6102, Australia"
Unknown,1,Unknown,Unknown,-38.107942,145.2819089,Chargefox,CHAdeMO,"Engie Charger, High Street, Cranbourne, Melbourne, City of Casey, Victoria, 3977, Australia"
Unknown,1,Unknown,Unknown,-33.884478,151.2358502,Exploren,Unknown,"2739, Sutherland Street, Five Ways, Paddington, Eastern Suburbs, Sydney, Woollahra Municipal Council, New South Wales, 2021, Australia"
Unknown,1,Unknown,Unknown,-20.0783899,146.2710916,Unknown,Unknown,"Victory Street, Queenton, Charters Towers, Charters Towers Regional, Queensland, 4820, Australia"
Unknown,1,Unknown,Unknown,-18.6444937,146.1631112,Unknown,Unknown,"Heard Street, Ingham, Hinchinbrook Shire, Queensland, Australia"
Unknown,1,Unknown,Unknown,-19.2785384,146.7598752,Unknown,Unknown,"Duckworth Street, Garbutt, Townsville, Townsville City, Queensland, 4814, Australia"
Unknown,1,Unknown,Unknown,-38.2183773,145.0390668,Chargefox,Type 2 (Socket Only),"Railway Grove, Mornington, Melbourne, Shire of Mornington Peninsula, Victoria, 3931, Australia"
Unknown,4,Unknown,Unknown,-34.0716189,150.8058677,Chargefox,"Type 2 (Socket Only), CHAdeMO","Kellicar Road, Campbelltown, Sydney, Campbelltown City Council, New South Wales, 2560, Australia"
Unknown,2,Unknown,Unknown,-33.8546447,151.07722,Engie,Unknown,"Engie, 3-5, Underwood Road, Homebush, Inner West, Sydney, Strathfield Municipal Council, New South Wales, 2140, Australia"
Unknown,1,Unknown,Unknown,-33.8884752,151.2514691,Unknown,Unknown,"EVlink, Fletcher Street, Woollahra, Eastern Suburbs, Sydney, Woollahra Municipal Council, New South Wales, 2025, Australia"
Unknown,1,Unknown,Unknown,-33.8845141,151.2373913,Unknown,Unknown,"EVlink, Quarry Street, Woollahra, Eastern Suburbs, Sydney, Woollahra Municipal Council, New South Wales, 2025, Australia"
Unknown,4,Unknown,Unknown,-36.0751569,143.2253748,Unknown,Unknown,"Broadway, Wycheproof, Shire of Buloke, Victoria, 3527, Australia"
Unknown,2,Unknown,Unknown,-26.7577906,152.8521122,Elanga,Unknown,"Willow Lane, Maleny, Sunshine Coast Regional, Queensland, 4552, Australia"
Unknown,1,Unknown,Unknown,-37.8327807,144.8272802,Toyota,"Type 2 (Socket Only), CHAdeMO","Grieve Parade, Altona North, Melbourne, City of Hobsons Bay, Victoria, 3025, Australia"
Unknown,1,Unknown,Unknown,-37.826279,144.9349529,Toyota,CHAdeMO,"West Gate Out-CityLink Out Ramp, Port Melbourne, Melbourne, City of Melbourne, Victoria, 3207, Australia"
Unknown,4,Unknown,Unknown,-37.8877426,145.0854292,Engie,Unknown,"Chadstone Shopping Centre, Capital Avenue, Malvern East, Melbourne, City of Stonnington, Victoria, 3145, Australia"
Unknown,1,Unknown,Unknown,-37.883474,145.2758214,Jolt,Unknown,"Mountain Gate Drive, Ferntree Gully, Melbourne, City of Knox, Victoria, 3156, Australia"
Unknown,1,Unknown,Unknown,-37.907299,145.2367441,AmpCharge,CHAdeMO,"Stud Road, Rowville, Melbourne, City of Knox, Victoria, 3178, Australia"
Unknown,8,Unknown,Unknown,-35.2818558,149.1222442,Evie Networks,Unknown,"Ellery Crescent, City, Canberra, District of Canberra Central, Australian Capital Territory, 2601, Australia"
Unknown,1,Unknown,Unknown,-36.0862522,150.0494289,"Tesla, Inc.",Unknown,"Tesla Destination Charger, Princes Highway, Bodalla, Eurobodalla Shire Council, New South Wales, 2545, Australia"
Unknown,1,Unknown,Unknown,-35.1419026,138.4967906,Engie,CHAdeMO,"Engie, Ramsay Place, Adelaide, City of Onkaparinga, South Australia, 5164, Australia"
Unknown,1,Unknown,Unknown,-33.9645764,137.7149576,Chargefox,CHAdeMO,"Frances Terrace, Kadina, Copper Coast Council, South Australia, 5554, Australia"
Unknown,1,Unknown,Unknown,-37.8419754,145.2655057,Unknown,Unknown,"High Street, Bayswater, Melbourne, City of Knox, Victoria, 3153, Australia"
Unknown,12,Unknown,Unknown,-31.9077457,152.4620691,Tesla Supercharger,Unknown,"Tesla Supercharger, Wynter Street, Taree, Mid-Coast Council, New South Wales, 2430, Australia"
Unknown,2,Unknown,Unknown,-37.8687419,145.264251,Chargefox,Type 2 (Socket Only),"Park Boulevard, Ferntree Gully, Melbourne, City of Knox, Victoria, 3156, Australia"
Unknown,4,Unknown,Unknown,-37.2850838,142.9263732,NRMA,CHAdeMO,"Taylor Street, Ararat, Rural City of Ararat, Victoria, 3377, Australia"
Unknown,1,Unknown,Unknown,-33.9296043,150.9553129,AmpCharge,Unknown,"Nuwarra Road, Moorebank, Sydney, Liverpool City Council, New South Wales, 2170, Australia"
Unknown,1,Unknown,Unknown,-37.8268734,145.0519905,AmpCharge,CHAdeMO,"Mayston Street, Hawthorn East, Melbourne, City of Boroondara, Victoria, 3123, Australia"
Unknown,1,Unknown,Unknown,-37.6600467,145.0729626,AmpCharge,CHAdeMO,"Plenty Road, Mill Park, Melbourne, City of Whittlesea, Victoria, 3032, Australia"
Unknown,1,Unknown,Unknown,-36.6152189,143.2584564,Evie Networks,CHAdeMO,"Market Street, St Arnaud, Shire of Northern Grampians, Victoria, 3478, Australia"
Unknown,1,Unknown,Unknown,-35.7270422,142.3641076,Evie Networks,CHAdeMO,"Yarrack Lane, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia"
Unknown,4,Unknown,Unknown,-36.3089078,140.7809209,RAA,"Type 2 (Socket Only), CHAdeMO","RAA, Adamson Terrace, Bordertown, Tatiara District Council, South Australia, 5268, Australia"
Unknown,1,Unknown,Unknown,-36.3084733,140.7735722,RAA,Type 2 (Socket Only),"Woolshed Inn, North Terrace, Bordertown, Tatiara District Council, South Australia, 5268, Australia"
Unknown,1,Unknown,Unknown,-35.6878893,139.3377758,RAA,"Type 2 (Socket Only), CHAdeMO","RAA, Pelican Path, Meningie, Coorong District Council, South Australia, 5264, Australia"
Unknown,1,Unknown,Unknown,-35.6949082,139.856337,RAA,Type 2 (Socket Only),"RAA, Richards Terrace, Coonalpyn, Coorong District Council, South Australia, 5265, Australia"
Unknown,1,Unknown,Unknown,-37.8561354,144.9931675,Evie Networks,CHAdeMO,"Windsor Place, Windsor, Melbourne, City of Stonnington, Victoria, 3181, Australia"
Unknown,1,Unknown,Unknown,-31.8876982,138.4234041,RAA,Type 2 (Socket Only),"RAA, Cradock Road, Hawker, The Flinders Ranges Council, South Australia, 5434, Australia"
Unknown,1,Unknown,Unknown,-37.599214,143.8402152,Chargefox,Type 2 (Socket Only),"Victoria Street, Sebastopol, Ballarat, City of Ballarat, Victoria, 3356, Australia"
